Unnamed: 0;Место;Пилот;Команда;Отставание/Сход;gp_ind
0;1;13;10;1:34:15.784;0
1;2;12;10;+0.8;0
2;3;122;44;+1.6;0
3;4;36;44;+4.4;0
4;5;1;38;+4.8;0
5;6;103;48;+5.7;0
6;7;23;43;+6.0;0
7;8;21;43;+6.2;0
8;9;117;16;+6.3;0
9;10;133;8;+7.0;0
10;11;129;16;+7.3;0
11;12;124;37;+1 круг;0
12;13;128;37;DNF;0
13;14;55;8;DNF;0
14;15;93;15;DNF;0
15;НК;68;15;DNF;0
16;НК;88;38;DNF;0
17;НК;73;48;DNF;0
18;Дскв;53;30;DNF;0
19;Дскв;144;30;+2.9;0
20;1;13;10;Победитель;1
21;2;133;8;+22.7;1
22;3;36;44;+23.5;1
23;4;122;44;+46.1;1
24;5;12;10;+47.3;1
25;6;124;37;+52.3;1
26;7;144;30;+60.7;1
27;8;103;48;+71.5;1
28;9;68;15;+76.9;1
29;10;21;43;+102.164;1
30;11;1;38;+109.422;1
31;12;73;48;+116.130;1
32;13;88;38;+116.713;1
33;14;93;15;+142.841;1
34;15;128;37;DNF;1
35;16;23;43;DNF;1
36;17;117;16;+1 круг;1
37;18;129;16;DNF;1
38;НК;55;8;DNF;1
39;НК;53;30;DNF;1
40;1;128;37;Победитель;2
41;2;124;37;+10.9;2
42;3;13;10;+44.9;2
43;4;12;10;+63.7;2
44;5;53;30;+65.1;2
45;6;144;30;+71.8;2
46;7;36;44;+74.4;2
47;8;23;43;+76.4;2
48;9;1;38;+84.3;2
49;10;93;15;+91.7;2
50;11;21;43;+94.1;2
51;12;133;8;+95.8;2
52;13;55;8;+1 круг;2
53;14;129;16;+1 круг;2
54;15;103;48;+1 круг;2
55;16;88;38;+2 круга;2
56;17;117;16;DNF;2
57;НК;73;48;DNF;2
58;НК;68;15;DNF;2
59;НК;122;44;DNF;2
60;1;13;10;Победитель;3
61;2;128;37;+7.1;3
62;3;122;44;+9.1;3
63;4;144;30;+22.0;3
64;5;12;10;+37.7;3
65;6;93;15;+42.0;3
66;7;36;44;+42.8;3
67;8;1;38;+52.7;3
68;9;103;48;+58.1;3
69;10;88;38;+65.1;3
70;11;124;37;+67.6;3
71;12;53;30;+77.8;3
72;13;21;43;+78.8;3
73;14;68;15;+1 круг;3
74;15;129;16;+1 круг;3
75;16;117;16;+1 круг;3
76;17;23;43;+1 круг;3
77;18;55;8;+1 круг;3
78;19;133;8;+1 круг;3
79;НК;73;48;DNF;3
80;1;13;10;Победитель;4
81;2;12;10;+13.0;4
82;3;124;37;+13.9;4
83;4;128;37;+18.9;4
84;5;1;38;+43.1;4
85;6;68;15;+50.8;4
86;7;133;8;+52.3;4
87;8;103;48;+65.2;4
88;9;144;30;+1 круг;4
89;10;36;44;+1 круг;4
90;11;55;8;+1 круг;4
91;12;88;38;+1 круг;4
92;13;73;48;+1 круг;4
93;14;129;16;+1 круг;4
94;НК;93;15;DNF;4
95;НК;53;30;DNF;4
96;НК;122;44;DNF;4
97;НК;23;43;DNF;4
98;НК;21;43;DNF;4
99;НК;117;16;DNF;4
100;1;13;10;Победитель;5
101;2;12;10;+7.6;5
102;3;93;15;+13.4;5
103;4;68;15;+15.1;5
104;5;124;37;+15.7;5
105;6;103;48;+33.5;5
106;7;1;38;+37.8;5
107;8;21;43;+63.1;5
108;9;129;16;+65.0;5
109;10;36;44;+1 круг;5
110;11;133;8;+1 круг;5
111;12;144;30;+1 круг;5
112;13;122;44;+1 круг;5
113;14;117;16;+1 круг;5
114;15;73;48;DNF;5
115;НК;53;30;DNF;5
116;НК;55;8;DNF;5
117;НК;128;37;DNF;5
118;НК;88;38;DNF;5
119;НК;23;43;DNF;5
120;1;13;10;Победитель;6
121;2;124;37;+6.7;6
122;3;128;37;+7.4;6
123;4;122;44;+27.8;6
124;5;103;48;+31.5;6
125;6;68;15;+39.9;6
126;7;55;8;+46.2;6
127;8;36;44;+46.9;6
128;9;93;15;+50.2;6
129;10;1;38;+62.4;6
130;11;133;8;+64.3 ;6
131;12;73;48;+66.3;6
132;13;144;30;+80.4;6
133;14;53;30;+1 круг;6
134;15;23;43;+1 круг;6
135;16;88;38;+1 круг;6
136;17;117;16;+1 круг;6
137;18;21;43;+1 круг;6
138;НК;12;10;DNF;6
139;НК;129;16;DNF;6
140;1;128;37;Победитель;7
141;2;124;37;+15.1;7
142;3;12;10;+41.1;7
143;4;68;15;+45.0;7
144;5;103;48;+45.9;7
145;6;13;10;+46.2;7
146;7;122;44;+68.3;7
147;8;93;15;+69.6;7
148;9;36;44;+69.8;7
149;10;129;16;+71.5;7
150;11;73;48;+74.0;7
151;12;88;38;+1 круг;7
152;13;55;8;+1 круг;7
153;14;1;38;+1 круг;7
154;15;133;8;+1 круг;7
155;16;144;30;+1 круг;7
156;17;117;16;+1 круг;7
157;18;23;43;+1 круг;7
158;НК;21;43;DNF;7
159;НК;53;30;DNF;7
160;1;124;37;Победитель;8
161;2;128;37;+9.2;8
162;3;68;15;+15.9;8
163;4;103;48;+21.0;8
164;5;13;10;+23.6 ;8
165;6;12;10;+24.4;8
166;7;1;38;+24.8;8
167;8;53;30;+58.6;8
168;9;36;44;+61.4;8
169;10;133;8;+61.9;8
170;11;129;16;+62.3;8
171;12;73;48;+62.8;8
172;13;88;38;+68.3;8
173;14;55;8;+69.5;8
174;15;117;16;+71.9;8
175;16;23;43;+90.2;8
176;17;122;44;+90.9;8
177;18;144;30;+1 круг;8
178;НК;93;15;DNF;8
179;НК;21;43;DNF;8
180;1;144;30;Победитель;9
181;2;93;15;+11.5;9
182;3;124;37;+16.8;9
183;4;103;48;+26.9;9
184;5;53;30;+34.3;9
185;6;36;44;+35.2;9
186;7;13;10;+55.0;9
187;8;122;44;+68.1;9
188;9;73;48;+68.7;9
189;10;12;10;+69.2;9
190;11;133;8;+70.6;9
191;12;88;38;+71.5;9
192;13;55;8;+74.0;9
193;14;129;16;+1 круг;9
194;15;3;43;+1 круг;9
195;16;23;43;+1 круг;9
196;НК;128;37;DNF;9
197;НК;1;38;DNF;9
198;НК;117;16;DNF;9
199;1;12;10;Победитель;10
200;2;144;30;+2.3;10
201;3;93;15;+15.9;10
202;4;53;30;+20.0;10
203;5;103;48;+20.8;10
204;6;1;38;+27.7;10
205;7;13;10;+34.9;10
206;8;55;8;+36.6;10
207;9;124;37;+44.9;10
208;10;117;16;+47.9;10
209;11;133;8;+48.8;10
210;12;129;16;+63.6;10
211;13;122;44;+64.5;10
212;14;36;44;+86.5;10
213;15;38;38;+91.7;10
214;16;3;43;+1 круг;10
215;17;10;15;+1 круг;10
216;18;73;48;+1 круг;10
217;НК;23;43;DNF;10
218;НК;128;37;DNF;10
219;1;93;15;Победитель;11
220;2;129;16;+0.9;11
221;3;128;37;+3.8;11
222;4;55;8;+9.9;11
223;5;133;8;+11.2;11
224;6;53;30;+32.7;11
225;7;12;10;+35.4;11
226;8;103;48;+36.2;11
227;9;124;37;+36.9;11
228;10;36;44;+41.4;11
229;11;117;16;+42.6;11
230;12;23;43;+46.1;11
231;13;73;48;+54.2;11
232;14;10;15;+102.1;11
233;НК;1;38;DNF;11
234;НК;122;44;DNF;11
235;НК;144;30;DNF;11
236;НК;13;10;DNF;11
237;НК;3;43;DNF;11
238;НК;38;38;DNF;11
239;1;12;10;Победитель;12
240;2;13;10;+2.8;12
241;3;93;15;+30.6;12
242;4;117;16;+31.1;12
243;5;1;38;+59.1;12
244;6;53;30;+60.6;12
245;7;133;8;+82.4;12
246;8;128;37;+85.4;12
247;9;129;15;+86.8;12
248;10;73;48;+1 круг;12
249;11;36;44;+1 круг;12
250;12;144;30;+1 круг;12
251;13;23;43;+1 круг;12
252;14;122;44;+1 круг;12
253;15;38;38;+1 круг;12
254;16;103;48;+2 круга;12
255;НК;61;16;DNF;12
256;НК;3;43;DNF;12
257;НК;55;8;DNF;12
258;НК;124;37;DNF;12
259;1;144;30;Победитель;13
260;2;36;44;+9.6;13
261;3;1;38;+16.6;13
262;4;128;37;+20.2;13
263;5;13;10;+30.0;13
264;6;12;10;+31.8;13
265;7;53;30;+36.1;13
266;8;55;8;+55.0;13
267;9;73;48;+56.0;13
268;10;93;15;+58.8;13
269;11;103;48;+59.7;13
270;12;122;44;+73.0;13
271;13;129;15;+79.8;13
272;14;61;16;+93.5;13
273;НК;3;43;DNF;13
274;НК;23;43;DNF;13
275;НК;124;37;DNF;13
276;НК;117;16;DNF;13
277;НК;133;8;DNF;13
278;НК;38;38;DNF;13
279;1;128;37;Победитель;14
280;2;122;44;+4.8;14
281;3;144;30;+6.4;14
282;4;93;15;+7.9;14
283;5;103;48;+8.7;14
284;6;133;8;+9.5;14
285;7;12;10;+10.6;14
286;8;13;10;+11.4;14
287;9;55;8;+11.7;14
288;10;1;38;+13.0;14
289;11;53;30;+13.7;14
290;12;129;15;+14.5;14
291;13;117;16;+14.9;14
292;14;61;16;+15.7;14
293;15;73;48;+15.9;14
294;16;38;38;+1 круг;14
295;17;124;37;+2 круга;14
296;НК;3;43;DNF;14
297;НК;23;43;DNF;14
298;1;124;37;Победитель;15
299;2;55;8;+7.6;15
300;3;144;30;+18.9;15
301;4;128;37;+19.6;15
302;5;13;10;+29.0;15
303;6;93;15;+33.3;15
304;7;23;43;+35.9;15
305;8;12;10;+45.4;15
306;9;52;44;+63.3;15
307;10;129;15;+70.6;15
308;11;61;16;+71.3;15
309;12;53;30;+73.4;15
310;13;38;38;+1 круг;15
311;14;3;43;+1 круг;15
312;НК;73;48;DNF;15
313;НК;103;48;DNF;15
314;НК;133;8;DNF;15
315;НК;117;16;DNF;15
316;НК;122;44;DNF;15
317;НК;1;38;DNF;15
318;1;128;37;Победитель;16
319;2;124;37;+17.8;16
320;3;13;10;+18.4;16
321;4;12;10;+22.7;16
322;5;133;8;+26.2;16
323;6;52;44;+28.3;16
324;7;122;44;+34.3;16
325;8;23;43;+41.2;16
326;9;103;48;+45.9;16
327;10;55;8;+48.1;16
328;11;53;30;+52.7;16
329;12;93;15;+54.3;16
330;13;73;48;+59.8;16
331;14;1;38;+69.6;16
332;15;61;16;+94.4;16
333;16;129;15;+1 круг;16
334;17;117;16;+1 круг;16
335;18;38;38;+1 круг;16
336;НК;144;30;DNF;16
337;НК;3;43;DNF;16
338;1;1;15;Победитель;17
339;2;68;15;+16.0;17
340;3;144;30;+23.1;17
341;4;128;37;+38.7;17
342;5;103;31;+40.2;17
343;6;151;31;+44.1;17
344;7;13;30;+45.2;17
345;8;124;37;+46.3;17
346;9;61;16;+53.0;17
347;10;12;48;+62.4;17
348;11;55;38;+69.0;17
349;12;117;16;+82.9;17
350;13;3;43;+92.6;17
351;14;145;48;+1 круг;17
352;15;53;24;+2 круга;17
353;16;23;43;DNF;17
354;17;122;24;+3 круга;17
355;НК;102;39;DNF;17
356;НК;109;20;DNF;17
357;НК;36;47;DNF;17
358;НК;85;38;DNF;17
359;НК;52;39;DNF;17
360;НК;37;47;DNF;17
361;НК;147;20;DNF;17
362;1;13;30;Победитель;18
363;2;55;38;+12.0;18
364;3;68;15;+14.4;18
365;4;1;15;+16.3;18
366;5;103;31;+16.6;18
367;6;144;30;+29.8;18
368;7;61;16;+59.8;18
369;8;12;48;+60.5;18
370;9;124;37;+67.3;18
371;10;151;31;+69.3;18
372;11;3;43;+71.3;18
373;12;102;39;+74.0;18
374;13;53;24;+2 круга;18
375;14;147;20;+5 кругов;18
376;НК;36;47;DNF;18
377;НК;37;47;DNF;18
378;НК;128;37;DNF;18
379;НК;117;16;DNF;18
380;НК;85;38;DNF;18
381;НК;109;20;DNF;18
382;НК;23;43;DNF;18
383;НК;145;48;DNF;18
384;НК;52;39;DNF;18
385;НК;122;24;DNF;18
386;1;128;37;Победитель;19
387;2;124;37;+4.8;19
388;3;103;31;+13.5;19
389;4;55;38;+18.5;19
390;5;117;16;+21.0;19
391;6;144;30;+23.4;19
392;7;68;15;+27.0;19
393;8;13;30;+37.9;19
394;9;3;43;+70.6;19
395;10;145;48;+73.3;19
396;11;23;43;+78.9;19
397;12;12;48;+1 круг;19
398;13;1;15;+2 круга;19
399;14;37;47;+3 круга;19
400;15;147;20;+3 круга;19
401;16;109;20;+4 круга;19
402;17;122;24;+5 кругов;19
403;НК;53;24;DNF;19
404;НК;85;38;DNF;19
405;НК;61;16;DNF;19
406;НК;151;31;DNF;19
407;НК;52;39;DNF;19
408;НК;36;47;DNF;19
409;НК;102;39;DNF;19
410;1;13;30;Победитель;20
411;2;144;30;+1.5;20
412;3;103;31;+9.4;20
413;4;1;15;+11.8;20
414;5;55;38;+22.2;20
415;6;128;37;+33.3;20
416;7;85;38;+47.6;20
417;8;124;37;+52.1;20
418;9;68;15;+57.7;20
419;10;151;31;+61.7;20
420;11;117;16;+62.8;20
421;12;12;48;+63.6;20
422;13;3;43;+71.4;20
423;14;53;24;+1 круг;20
424;15;145;48;+1 круг;20
425;16;109;20;+2 круга;20
426;17;147;20;+4 круга;20
427;НК;122;24;DNF;20
428;НК;37;47;DNF;20
429;НК;102;39;DNF;20
430;НК;23;43;DNF;20
431;НК;52;39;DNF;20
432;НК;61;16;DNF;20
433;НК;36;47;DNF;20
434;1;124;37;Победитель;21
435;2;1;15;+24.0;21
436;3;128;37;+51.3;21
437;4;151;31;+62.1;21
438;5;13;30;+63.7;21
439;6;68;15;+65.7;21
440;7;117;16;+72.9;21
441;8;55;38;+73.6;21
442;9;12;48;+1 круг;21
443;10;3;43;+1 круг;21
444;11;85;38;+1 круг;21
445;12;52;39;+1 круг;21
446;13;103;31;+1 круг;21
447;14;144;30;+2 круга;21
448;15;61;16;+2 круга;21
449;16;145;48;+2 круга;21
450;17;122;24;+3 круга;21
451;18;36;47;+3 круга;21
452;19;37;47;+4 круга;21
453;НК;23;43;DNF;21
454;НК;147;20;DNF;21
455;НК;102;39;DNF;21
456;НК;109;20;DNF;21
457;НК;53;24;DNF;21
458;1;124;37;Победитель;22
459;2;128;37;+0.4;22
460;3;55;38;+1.6;22
461;4;68;15;+2.6;22
462;5;144;30;+4.3;22
463;6;1;15;+6.3;22
464;7;103;31;+6.6;22
465;8;117;16;+6.9;22
466;9;61;16;+7.3;22
467;10;23;43;+8.1;22
468;11;3;43;+9.1;22
469;12;151;31;+25.7;22
470;13;85;38;DNF;22
471;14;147;20;DNF;22
472;15;122;24;DNF;22
473;НК;53;24;DNF;22
474;НК;109;20;DNF;22
475;НК;12;48;DNF;22
476;НК;52;39;DNF;22
477;НК;37;47;DNF;22
478;НК;36;47;DNF;22
479;НК;102;39;DNF;22
480;НК;13;30;DNF;22
481;НК;145;48;DNF;22
482;1;144;30;Победитель;23
483;2;13;30;+2.6;23
484;3;124;37;+24.2;23
485;4;151;31;+31.1;23
486;5;103;31;+32.2;23
487;6;55;38;+32.8;23
488;7;68;15;+36.6;23
489;8;1;15;+46.5;23
490;9;117;16;+49.0;23
491;10;52;39;+65.6;23
492;11;102;39;+65.9;23
493;12;3;43;+67.8;23
494;13;61;16;+1 круг;23
495;14;12;48;+1 круг;23
496;15;85;38;+1 круг;23
497;16;23;43;+1 круг;23
498;17;145;48;+1 круг;23
499;18;36;47;+3 круга;23
500;19;37;47;+3 круга;23
501;20;147;20;DNF;23
502;НК;109;20;DNF;23
503;НК;128;37;DNF;23
504;НК;53;24;DNF;23
505;НК;122;24;DNF;23
506;1;144;30;Победитель;24
507;2;13;30;+2.2;24
508;3;1;15;+9.2;24
509;4;128;37;+37.8;24
510;5;124;37;+39.2;24
511;6;103;31;+56.0;24
512;7;55;38;+57.3;24
513;8;23;43;+1 круг;24
514;9;61;16;+1 круг;24
515;10;117;16;+1 круг;24
516;11;151;31;+1 круг;24
517;12;3;43;+1 круг;24
518;13;145;48;+1 круг;24
519;14;12;48;+1 круг;24
520;15;68;15;+1 круг;24
521;16;53;24;+2 круга;24
522;17;85;38;+2 круга;24
523;18;147;20;+4 круга;24
524;19;37;47;+5 кругов;24
525;НК;36;47;DNF;24
526;НК;122;24;DNF;24
527;НК;102;39;DNF;24
528;НК;109;20;DNF;24
529;НК;52;39;DNF;24
530;1;128;37;Победитель;25
531;2;144;30;+5.0;25
532;3;13;30;+12.6;25
533;4;12;48;+25.6;25
534;5;55;38;+27.1;25
535;6;117;16;+30.1;25
536;7;52;39;+30.9;25
537;8;1;15;+32.8;25
538;9;23;43;+36.2;25
539;10;103;31;+44.3;25
540;11;68;15;+46.6;25
541;12;102;39;+47.4;25
542;13;3;43;+48.2;25
543;14;85;38;+48.2;25
544;15;151;31;+48.8;25
545;16;61;16;+50.8;25
546;17;37;47;+1 круг;25
547;18;147;20;+2 круга;25
548;19;36;47;+2 круга;25
549;20;109;20;+2 круга;25
550;21;122;24;+4 круга;25
551;НК;145;48;DNF;25
552;НК;53;24;DNF;25
553;НК;124;37;DNF;25
554;1;124;37;Победитель;26
555;2;144;30;+1.3;26
556;3;103;31;+21.3;26
557;4;13;30;+21.9;26
558;5;12;48;+31.4;26
559;6;52;39;+32.1;26
560;7;128;37;+36.7;26
561;8;117;16;+40.9;26
562;9;151;31;+41.5;26
563;10;145;48;+42.0;26
564;11;61;16;+42.4;26
565;12;23;43;+47.6;26
566;13;85;38;+59.3;26
567;14;1;15;+62.3;26
568;15;68;15;+67.4;26
569;16;122;24;+1 круг;26
570;17;53;24;+1 круг;26
571;18;36;47;+2 круга;26
572;19;147;20;+2 круга;26
573;20;157;20;+2 круга;26
574;НК;3;43;DNF;26
575;НК;102;39;DNF;26
576;НК;55;38;DNF;26
577;НК;37;47;DNF;26
578;1;1;15;Победитель;27
579;2;68;15;+4.1;27
580;3;128;37;+5.1;27
581;4;144;30;+26.8;27
582;5;13;30;+29.4;27
583;6;124;37;+43.6;27
584;7;55;38;+1 круг;27
585;8;103;31;+1 круг;27
586;9;151;31;+1 круг;27
587;10;85;38;+1 круг;27
588;11;52;39;+1 круг;27
589;12;12;48;+1 круг;27
590;13;145;48;+1 круг;27
591;14;102;39;+1 круг;27
592;15;3;43;+1 круг;27
593;16;61;16;+2 круга;27
594;17;117;16;+2 круга;27
595;18;36;47;+3 круга;27
596;19;109;20;+4 круга;27
597;НК;53;24;DNF;27
598;НК;37;47;DNF;27
599;НК;157;20;DNF;27
600;НК;122;24;DNF;27
601;НК;23;43;DNF;27
602;1;124;37;Победитель;28
603;2;1;15;+17.8;28
604;3;128;37;+19.2;28
605;4;68;15;+27.4;28
606;5;85;38;+73.1;28
607;6;145;48;+76.7;28
608;7;102;39;+1 круг;28
609;8;13;30;+1 круг;28
610;9;52;39;+1 круг;28
611;10;12;48;+1 круг;28
612;11;151;31;+1 круг;28
613;12;23;43;+1 круг;28
614;13;61;16;+1 круг;28
615;14;53;24;+3 круга;28
616;15;122;24;+3 круга;28
617;16;36;47;+3 круга;28
618;17;109;20;+3 круга;28
619;18;37;47;+4 круга;28
620;19;157;20;+4 круга;28
621;НК;144;30;DNF;28
622;НК;55;38;DNF;28
623;НК;103;31;DNF;28
624;НК;117;16;DNF;28
625;НК;3;43;DNF;28
626;1;144;30;Победитель;29
627;2;124;37;+1.5;29
628;3;55;38;+3.4;29
629;4;68;15;+8.2;29
630;5;117;16;+9.0;29
631;6;103;31;+12.3;29
632;7;151;31;+15.5;29
633;8;52;39;+16.6;29
634;9;85;38;+23.8;29
635;10;61;16;+34.8;29
636;11;102;39;+36.0;29
637;12;23;43;+39.8;29
638;13;3;43;+29.4 (+20.0 Шт);29
639;14;145;48;+1 круг;29
640;15;128;37;+1 круг;29
641;16;53;24;+1 круг;29
642;17;37;47;+1 круг;29
643;18;36;47;+1 круг;29
644;19;122;24;+1 круг;29
645;20;157;20;+2 круга;29
646;НК;1;15;DNF;29
647;НК;13;30;DNF;29
648;НК;109;20;DNF;29
649;НК;12;48;DNF;29
650;1;1;15;Победитель;30
651;2;13;30;+2.9;30
652;3;68;15;+4.2;30
653;4;128;37;+28.1;30
654;5;103;31;+29.9;30
655;6;124;37;+31.2;30
656;7;145;48;+32.8;30
657;8;55;38;+34.0;30
658;9;151;31;+44.9;30
659;10;12;48;+64.2;30
660;11;23;43;+65.0;30
661;12;61;16;+66.1;30
662;13;85;38;+78.9;30
663;14;102;39;+1 круг;30
664;15;3;43;+1 круг;30
665;16;117;16;+1 круг;30
666;17;36;47;+2 круга;30
667;18;53;24;+2 круга;30
668;19;157;20;+2 круга;30
669;20;37;47;+3 круга;30
670;НК;122;24;DNF;30
671;НК;109;20;DNF;30
672;НК;144;30;DNF;30
673;НК;52;39;DNF;30
674;1;1;15;Победитель;31
675;2;128;37;+0.2;31
676;3;124;37;+29.1;31
677;4;13;30;+30.3;31
678;5;103;31;+49.3;31
679;6;12;48;+56.1;31
680;7;55;38;+86.5;31
681;8;68;15;+113.3;31
682;9;117;16;+122.4;31
683;10;145;48;+132.8;31
684;11;85;38;+1 круг;31
685;12;3;43;+1 круг;31
686;13;151;31;+1 круг;31
687;14;23;43;+1 круг;31
688;15;37;47;+2 круга;31
689;16;53;24;+3 круга;31
690;НК;36;47;DNF;31
691;НК;133;39;DNF;31
692;НК;144;30;DNF;31
693;НК;51;20;DNF;31
694;НК;52;39;DNF;31
695;НК;109;20;DNF;31
696;НК;122;24;DNF;31
697;НК;61;16;DNF;31
698;1;128;37;Победитель;32
699;2;124;37;+0.9;32
700;3;1;15;+2.7;32
701;4;13;30;+13.5;32
702;5;144;30;+39.5;32
703;6;151;31;+59.9;32
704;7;52;39;+64.0;32
705;8;133;39;+69.6;32
706;9;12;48;+70.8;32
707;10;23;43;+72.8;32
708;11;3;43;+1 круг;32
709;12;53;24;+1 круг;32
710;13;122;24;+2 круга;32
711;14;36;47;+2 круга;32
712;15;109;20;+2 круга;32
713;16;157;20;+3 круга;32
714;17;103;31;DNF;32
715;НК;117;16;DNF;32
716;НК;55;38;DNF;32
717;НК;145;48;DNF;32
718;НК;68;15;DNF;32
719;НК;85;38;DNF;32
720;НК;61;16;DNF;32
721;НК;37;47;DNF;32
722;1;1;15;Победитель;33
723;2;144;30;+14.9;33
724;3;68;15;+30.8;33
725;4;151;31;+39.6;33
726;5;55;38;+47.7;33
727;6;61;16;+53.5;33
728;7;12;48;+69.2;33
729;8;52;39;+77.8;33
730;9;133;39;+80.1;33
731;10;145;48;+80.8;33
732;11;3;43;+84.1;33
733;12;13;30;+89.9;33
734;13;53;24;+1 круг;33
735;14;109;20;+2 круга;33
736;15;157;20;+2 круга;33
737;НК;117;16;DNF;33
738;НК;128;37;DNF;33
739;НК;85;38;DNF;33
740;НК;36;47;DNF;33
741;НК;23;43;DNF;33
742;НК;37;47;DNF;33
743;НК;122;24;DNF;33
744;НК;124;37;DNF;33
745;НК;103;31;DNF;33
746;1;128;37;Победитель;34
747;2;124;37;+4.2;34
748;3;1;15;+6.8;34
749;4;144;30;+14.6;34
750;5;13;30;+15.5;34
751;6;103;31;+35.3;34
752;7;151;31;+43.4;34
753;8;145;48;+1 круг;34
754;9;55;38;+1 круг;34
755;10;52;39;+1 круг;34
756;11;3;43;+1 круг;34
757;12;117;16;+1 круг;34
758;13;23;43;+1 круг;34
759;14;12;48;+1 круг;34
760;15;68;15;+1 круг;34
761;16;85;38;+1 круг;34
762;17;133;39;+1 круг;34
763;18;53;24;+2 круга;34
764;19;122;24;+2 круга;34
765;20;36;47;+2 круга;34
766;21;109;20;+2 круга;34
767;22;51;20;+6 кругов;34
768;НК;37;47;+9 кругов;34
769;НК;61;16;DNF;34
770;1;128;37;Победитель;35
771;2;144;30;+10.1;35
772;3;13;30;+11.0;35
773;4;103;31;+30.7;35
774;5;55;38;+39.0;35
775;6;85;38;+43.5;35
776;7;1;15;+43.7;35
777;8;124;37;+44.2;35
778;9;3;43;+50.2;35
779;10;68;15;+50.8;35
780;11;133;39;+51.5;35
781;12;12;48;+57.6;35
782;13;117;16;+58.3;35
783;14;52;39;+59.5;35
784;15;23;43;+63.1;35
785;16;145;48;+64.7;35
786;17;53;24;+1 круг;35
787;18;37;47;+2 круга;35
788;19;109;20;+2 круга;35
789;20;51;20;+2 круга;35
790;21;122;24;DNF;35
791;НК;36;47;DNF;35
792;НК;151;31;DNF;35
793;НК;61;16;DNF;35
794;1;128;37;Победитель;36
795;2;144;30;+22.2;36
796;3;85;38;+30.5;36
797;4;1;15;+31.7;36
798;5;124;37;+38.1;36
799;6;13;30;+54.3;36
800;7;68;15;+85.1;36
801;8;23;43;+1 круг;36
802;9;117;16;+1 круг;36
803;10;98;16;+1 круг;36
804;11;3;43;+1 круг;36
805;12;133;38;+1 круг;36
806;13;122;24;+2 круга;36
807;14;4;27;+4 круга;36
808;НК;36;27;DNF;36
809;НК;12;48;DNF;36
810;НК;103;31;DNF;36
811;НК;53;24;DNF;36
812;НК;151;31;DNF;36
813;НК;66;48;DNF;36
814;Дскв;83;39;+65.8;36
815;Дскв;52;39;+76.8;36
816;1;128;37;Победитель;37
817;2;13;30;+3.2;37
818;3;133;38;+25.0;37
819;4;124;37;+26.3;37
820;5;68;15;+36.9;37
821;6;1;15;+57.2;37
822;7;52;39;+66.4;37
823;8;144;30;+69.9;37
824;9;151;31;+84.8;37
825;10;98;16;+91.5;37
826;11;117;16;+1 круг;37
827;12;103;31;+1 круг;37
828;13;23;43;+1 круг;37
829;14;3;43;+1 круг;37
830;15;53;24;+1 круг;37
831;16;36;27;+2 круга;37
832;17;85;38;DNF;37
833;НК;61;20;DNF;37
834;НК;4;27;DNF;37
835;НК;122;24;DNF;37
836;НК;83;39;DNF;37
837;НК;12;48;DNF;37
838;НК;48;20;DNF;37
839;НК;66;48;DNF;37
840;1;144;30;Победитель;38
841;2;128;37;+5.1;38
842;3;124;37;+7.5;38
843;4;13;30;+10.0;38
844;5;103;31;+13.4;38
845;6;68;15;+15.8;38
846;7;1;15;+30.6;38
847;8;151;31;+31.0;38
848;9;85;38;+57.4;38
849;10;52;39;+63.2;38
850;11;98;16;+68.7;38
851;12;133;38;+72.7;38
852;13;12;48;+90.1;38
853;14;23;43;+90.6;38
854;15;117;16;+1 круг;38
855;16;53;24;+1 круг;38
856;17;83;39;+1 круг;38
857;18;66;48;+1 круг;38
858;19;122;24;+1 круг;38
859;20;4;27;+2 круга;38
860;21;36;27;+2 круга;38
861;22;61;20;+2 круга;38
862;23;48;20;+2 круга;38
863;НК;3;43;DNF;38
864;1;128;37;Победитель;39
865;2;124;37;+8.8;39
866;3;1;15;+10.0;39
867;4;144;30;+40.2;39
868;5;103;31;+47.5;39
869;6;13;30;+59.4;39
870;7;133;38;+60.8;39
871;8;85;38;+68.1;39
872;9;23;43;+69.3;39
873;10;52;39;+78.0;39
874;11;68;15;+79.1;39
875;12;151;31;+85.4;39
876;13;117;16;+1 круг;39
877;14;83;39;+1 круг;39
878;15;12;48;+1 круг;39
879;16;3;43;+1 круг;39
880;17;66;48;+1 круг;39
881;18;122;24;+1 круг;39
882;19;53;24;+2 круга;39
883;20;4;27;+2 круга;39
884;21;48;20;+3 круга;39
885;22;61;20;+5 кругов;39
886;НК;98;16;DNF;39
887;НС;36;27;Не стартовал;39
888;1;128;37;Победитель;40
889;2;144;30;+0.6;40
890;3;13;30;+35.6;40
891;4;124;37;+47.9;40
892;5;1;15;+1 круг;40
893;6;151;31;+1 круг;40
894;7;103;31;+1 круг;40
895;8;133;38;+1 круг;40
896;9;83;39;+1 круг;40
897;10;52;39;+1 круг;40
898;11;85;38;+1 круг;40
899;12;98;16;+1 круг;40
900;13;117;16;+1 круг;40
901;14;23;43;+1 круг;40
902;15;66;48;+1 круг;40
903;16;3;43;+2 круга;40
904;17;12;48;+2 круга;40
905;18;122;24;+2 круга;40
906;19;36;27;+3 круга;40
907;20;4;27;+4 круга;40
908;21;48;20;+5 кругов;40
909;НК;68;15;DNF;40
910;НК;53;24;DNF;40
911;НК;61;20;DNF;40
912;1;128;37;Победитель;41
