Unnamed: 0;Место;Пилот;Команда;Q1;Q2;Q3;gp_ind
3123;7;17;48;1:31.913;1:31.478;1:31.557;141
3124;8;106;43;1:32.115;1:31.708;1:31.989;141
3125;9;145;16;1:32.349;1:31.770;1:32.172;141
3126;10;1;30;1:32.281;1:31.740;1:32.343;141
3127;11;83;16;1:32.336;1:31.875;-;141
3128;12;68;48;1:32.146;1:32.002;-;141
3129;13;38;17;1:32.283;1:32.050;-;141
3130;14;39;17;1:32.237;1:32.241;-;141
3131;15;49;43;1:32.553;1:32.306;-;141
3132;16;63;38;1:32.729;1:37.060;-;141
3133;17;13;30;1:32.788;-;-;141
3134;18;79;38;1:32.905;-;-;141
3135;19;137;25;1:33.098;-;-;141
3136;20;26;25;1:33.151;-;-;141
3137;21;75;39;1:33.544;-;-;141
3138;22;156;39;БВ;-;-;141
3139;1;103;31;1:33.302;1:22.806;1:19.965;142
3140;2;144;31;1:34.210;1:24.836;1:20.108;142
3141;3;99;37;1:39.968;1:23.234;1:20.280;142
3142;4;127;37;1:40.424;1:22.660;1:20.557;142
3143;5;128;15;1:35.718;1:24.082;1:20.874;142
3144;6;106;43;1:36.115;1:24.734;1:21.131;142
3145;7;1;30;1:35.165;1:23.816;1:21.211;142
3146;8;13;30;1:37.983;1:24.456;1:21.597;142
3147;9;145;16;1:41.471;1:23.901;1:21.823;142
3148;10;17;48;1:42.758;1:24.506;1:22.182;142
3149;11;38;17;1:35.906;1:24.941;-;142
3150;12;49;43;1:36.714;1:25.301;-;142
3151;13;83;16;1:41.411;1:25.416;-;142
3152;14;93;15;1:36.853;1:25.435;-;142
3153;15;39;17;1:38.959;1:26.189;-;142
3154;16;75;39;1:37.772;1:27.063;-;142
3155;17;79;38;1:43.965;-;-;142
3156;18;68;48;1:43.999;-;-;142
3157;19;63;38;1:44.543;-;-;142
3158;20;156;39;1:46.984;-;-;142
3159;21;26;25;1:47.343;-;-;142
3160;22;137;25;1:50.189;-;-;142
3161;1;103;31;1:15.485;1:14.839;1:14.363;143
3162;2;144;31;1:15.243;1:14.748;1:14.470;143
3163;3;99;37;1:15.591;1:15.545;1:14.726;143
3164;4;127;37;1:15.875;1:15.124;1:14.834;143
3165;5;93;15;1:15.752;1:15.242;1:15.142;143
3166;6;128;15;1:15.927;1:15.630;1:15.315;143
3167;7;145;16;1:16.301;1:15.623;1:15.510;143
3168;8;17;48;1:15.952;1:15.490;1:15.530	;143
3169;9;83;16;1:16.169;1:15.500;1:15.537;143
3170;10;68;48;1:16.503;1:15.699;1:15.615;143
3171;11;39;17;1:15.987;1:15.883;-;143
3172;12;13;30;1:16.172;1:15.909;-;143
3173;13;106;43;1:16.317	;1:15.989	;-;143
3174;14;1;30;1:16.338;1:16.041	;-;143
3175;15;38;17;1:16.328;1:16.086	;-;143
3176;16;79;38;1:16.636;1:16.665	;-;143
3177;17;63;38;1:16.716;-;-;143
3178;18;26;25;1:16.817;-;-;143
3179;19;49;43;1:16.876;-;-;143
3180;20;137;25;1:16.977;-;-;143
3181;21;75;39;1:17.123;-;-;143
3182;22;156;39;1:17.238;-;-;143
3183;1;103;31;1:48.019;1:46.999;1:46.744;144
3184;2;127;37;1:48.407;1:47.163;1:46.893;144
3185;3;93;15;1:47.912;1:47.664;1:46.910;144
3186;4;128;15;1:47.802;1:47.944;1:47.108;144
3187;5;99;37;1:48.407;1:48.027;1:47.216;144
3188;6;83;16;1:48.106;1:47.485;1:47.407;144
3189;7;145;16;1:48.080;1:47.317;1:47.543;144
3190;8;17;48;1:48.655;1:47.918;1:47.612;144
3191;9;13;30;1:48.700;1:48.051;1:48.114;144
3192;10;68;48;1:47.738;1:47.667;1:48.263;144
3193;11;38;17;1:48.751;1:48.316;-;144
3194;12;63;38;1:48.800;1:48.485;-;144
3195;13;39;17;1:48.748;1:48.598;-;144
3196;14;79;38;1:48.901;1:48.888;-;144
3197;15;106;43;1:48.876;1:49.038;-;144
3198;16;26;25;1:48.554;1:49.320;-;144
3199;17;75;39;1:48.949;-;-;144
3200;18;78;25;1:49.050;-;-;144
3201;19;49;43;1:49.058;-;-;144
3202;20;156;39;1:49.071;-;-;144
3203;21;144;31;1:50.033;-;-;144
3204;22;1;30;БВ;-;-;144
3205;1;144;31;1:21.854;1:21.498;1:21.135;145
3206;2;103;31;1:22.497;1:21.809;1:21.613;145
3207;3;128;15;1:23.077;1:22.275;1:21.972;145
3208;4;93;15;1:23.217;1:22.568;1:22.065;145
3209;5;17;48;1:23.264;1:22.499;1:22.388;145
3210;6;99;37;1:23.158;1:22.638;1:22.389;145
3211;7;127;37;1:23.229;1:22.857;1:22.411;145
3212;8;83;16;1:23.439;1:22.922;1:22.814;145
3213;9;145;16;1:23.259;1:22.951;1:22.836;145
3214;10;39;17;1:23.386;1:22.856;1:23.184;145
3215;11;68;48;1:23.489;1:22.967;-;145
3216;12;38;17;1:23.421;1:23.092;-;145
3217;13;1;30;1:23.783;1:23.273;-;145
3218;14;26;25;1:23.760;1:23.315;-;145
3219;15;13;30;1:23.666;1:23.399;-;145
3220;16;106;43;1:23.661;1:23.496;-;145
3221;17;49;43;1:23.825;-;-;145
3222;18;75;39;1:23.956;-;-;145
3223;19;156;39;1:24.087;-;-;145
3224;20;79;38;1:24.230;-;-;145
3225;21;63;38;1:24.436;-;-;145
3226;22;78;25;БВ;-;-;145
3227;1;103;31;1:45.316;1:43.020;1:42.584;146
3228;2;99;37;1:44.255;1:43.933;1:43.115;146
3229;3;144;31;1:45.167;1:43.471;1:43.288;146
3230;4;127;37;1:45.036;1:44.112;1:43.328;146
3231;5;93;15;1:44.964;1:44.159;1:43.540;146
3232;6;106;43;1:45.499;1:44.493;1:44.197;146
3233;7;49;43;1:45.291;1:44.475;1:44.469;146
3234;8;145;16;1:46.081;1:44.737;1:44.479;146
3235;9;1;30;1:45.373;1:44.653;1:44.553;146
3236;10;83;16;1:45.204;1:44.703;1:44.582;146
3237;11;17;48;1:46.086;1:44.740	;-;146
3238;12;68;48;1:46.056;1:44.991;-;146
3239;13;13;30;1:45.262;1:45.144;-;146
3240;14;39;17;1:45.465;1:45.593;-;146
3241;15;38;17;1:45.609;1:45.723;-;146
3242;16;156;39;1:46.427;1:47.827;-;146
3243;17;63;38;1:46.825;-;-;146
3244;18;75;39;1:46.860;-;-;146
3245;19;79;38;1:46.960;-;-;146
3246;20;26;25;1:47.667;-;-;146
3247;21;78;25;1:48.296;-;-;146
3248;22;128;15;1:49.116;-;-;146
3249;1;144;31;1:34.444;1:33.046;1:32.850;147
3250;2;103;31;1:34.460;1:33.609;1:33.264;147
3251;3;127;37;1:35.443;1:33.775;1:33.420;147
3252;4;99;37;1:35.079;1:33.888;1:33.467;147
3253;5;128;15;1:34.557;1:33.972;1:33.584;147
3254;6;93;15;1:34.556;1:33.903;1:33.632;147
3255;7;83;16;1:35.068;1:34.538;1:34.319;147
3256;8;145;16;1:34.827;1:34.441;1:34.489;147
3257;9;13;30;1:35.267;1:34.431;1:34.518;147
3258;10;68;48;1:35.267;1:34.422;1:34.671;147
3259;11;17;48;1:35.166;1:34.577;-;147
3260;12;38;17;1:35.400;1:35.001;-;147
3261;13;39;17;1:35.658;1:35.097;-;147
3262;14;63;38;1:35.593;1:35.277;-;147
3263;15;49;43;1:35.695;1:35.369;-;147
3264;16;106;43;1:35.605;1:35.374;-;147
3265;17;156;39;1:35.816;-;-;147
3266;18;75;39;1:35.949;-;-;147
3267;19;79;38;1:35.999;-;-;147
3268;20;78;25;1:36.451;-;-;147
3269;21;26;25;1:36.587;-;-;147
3270;22;1;30;1:37.155;-;-;147
3271;1;103;31;1:31.858;1:30.714;1:30.647;148
3272;2;144;31;1:32.218;1:31.129;1:30.660;148
3273;3;93;15;1:31.674;1:31.406;1:30.949;148
3274;4;128;15;1:31.659;1:31.227;1:31.028;148
3275;5;127;37;1:32.487;1:31.489;1:31.178;148
3276;6;99;37;1:32.538;1:31.719;1:31.240;148
3277;7;83;16;1:32.682;1:32.237;1:31.961;148
3278;8;38;17;1:32.458;1:32.176;1:31.961;148
3279;9;145;16;1:32.448;1:32.200;1:32.142;148
3280;10;39;17;1:32.620;1:32.155;1:32.547;148
3281;11;17;48;1:32.383;1:32.315;-;148
3282;12;68;48;1:32.562;1:32.380;-;148
3283;13;49;43;1:32.645;1:32.623;-;148
3284;14;106;43;1:32.789;1:32.685;-;148
3285;15;1;30;1:32.819;1:32.689;-;148
3286;16;79;38;1:32.796;1:32.807;-;148
3287;17;13;30;1:32.851;-;-;148
3288;18;63;38;1:33.023;-;-;148
3289;19;156;39;1:33.222;-;-;148
3290;20;75;39;1:33.332;-;-;148
3291;21;78;25;1:33.353;-;-;148
3292;22;26;25;1:33.561;-;-;148
3293;1;144;31;1:36.296;1:36.450;1:34.999;149
3294;2;103;31;1:36.397;1:36.351;1:35.215;149
3295;3;99;37;1:36.759;1:36.255;1:35.509;149
3296;4;127;37;1:36.613;1:36.857;1:35.747;149
3297;5;93;15;1:36.985;1:36.584;1:36.131;149
3298;6;128;15;1:37.151;1:36.462;1:36.358;149
3299;7;145;16;1:36.950;1:36.626;1:36.628;149
3300;8;17;48;1:37.456;1:37.202;1:37.116;149
3301;9;68;48;1:37.402;1:37.214;1:37.269;149
3302;10;106;43;1:37.744;1:37.175;1:37.326;149
3303;11;83;16;1:37.345;1:37.353;-;149
3304;12;1;30;1:37.913;1:37.417;-;149
3305;13;49;43;1:37.844;1:37.480;-;149
3306;14;39;17;1:38.053;1:37.773;-;149
3307;15;79;38;1:38.084;1:37.935;-;149
3308;16;156;39;1:38.040;1:39.356;-;149
3309;17;38;17;1:38.308;-;-;149
3310;18;63;38;1:38.317;-;-;149
3311;19;13;30;1:38.327;-;-;149
3312;20;26;25;1:38.548;-;-;149
3313;21;75;39;1:38.583;-;-;149
3314;22;78;25;1:38.806;-;-;149
3315;1;144;31;1:19.447;1:19.137;1:18.704;150
3316;2;103;31;1:19.996;1:19.761;1:18.958;150
3317;3;127;37;1:19.874;1:18.972;1:19.054;150
3318;4;99;37;1:19.713;1:19.553;1:19.133;150
3319;5;145;16;1:20.599;1:19.769;1:19.330;150
3320;6;93;15;1:19.554;1:19.936;1:19.376;150
3321;7;128;15;1:19.865;1:19.385;1:19.381;150
3322;8;17;48;1:20.338;1:19.958;1:19.551;150
3323;9;68;48;1:20.338;1:20.151;1:20.032;150
3324;10;106;43;1:20.457;1:20.169;1:20.378;150
3325;11;1;30;1:20.552;1:20.282;-;150
3326;12;83;16;1:20.308;1:20.287;-;150
3327;13;13;30;1:21.333;1:20.673;-;150
3328;14;63;38;1:21.254;1:21.131;-;150
3329;15;156;39;1:21.062;1:21.536;-;150
3330;16;26;25;1:21.363;1:21.785;-;150
3331;17;39;17;1:21.401;-;-;150
3332;18;49;43;1:21.454;-;-;150
3333;19;75;39;1:21.692;-;-;150
3334;20;78;25;1:21.881;-;-;150
3335;21;38;17;1:21.916;-;-;150
3336;22;79;38;БВ;-;-;150
3337;1;144;31;1:11.511;1:11.238;1:10.736;151
3338;2;103;31;1:11.815;1:11.373;1:10.838;151
3339;3;93;15;1:12.100;1:12.301;1:11.404;151
3340;4;127;37;1:11.957;1:11.834;1:11.485;151
3341;5;128;15;1:12.159;1:12.010;1:11.495;151
3342;6;99;37;1:12.409;1:12.047;1:11.540;151
3343;7;38;17;1:12.893;1:12.343;1:11.937;151
3344;8;145;16;1:12.428;1:12.360;1:12.104;151
3345;9;83;16;1:12.684;1:12.331;1:12.165;151
3346;10;1;30;1:12.700;1:12.312;1:12.266;151
3347;11;17;48;1:12.680;1:12.420;-;151
3348;12;39;17;1:13.052;1:12.431;-;151
3349;13;68;48;1:12.432;1:12.521;-;151
3350;14;49;43;1:13.071;1:12.726;-;151
3351;15;106;43;1:12.950;1:12.920;-;151
3352;16;79;38;1:13.259;1:13.258;-;151
3353;17;13;30;1:13.276;-;-;151
3354;18;63;38;1:13.410;-;-;151
3355;19;26;25;1:13.427;-;-;151
3356;20;78;25;1:13.432;-;-;151
3357;21;156;39;1:13.623;-;-;151
3358;22;75;39;1:13.681;-;-;151
3359;1;144;31;1:39.487;1:39.382;1:38.755;152
3360;2;103;31;1:40.511;1:39.490;1:39.058;152
3361;3;99;37;1:41.002;1:40.429;1:39.589;152
3362;4;93;15;1:40.338;1:39.629;1:39.604;152
3363;5;128;15;1:40.341;1:40.034;1:39.661;152
3364;6;127;37;1:40.424;1:39.903;1:39.818;152
3365;7;145;16;1:41.000;1:40.709;1:40.501;152
3366;8;83;16;1:40.864;1:40.743;1:40.519;152
3367;9;1;30;1:41.616;1:41.044;1:41.106;152
3368;10;68;48;1:41.157;1:40.858;1:41.213;152
3369;11;17;48;1:41.192;1:41.084;-;152
3370;12;13;30;1:41.158;1:41.272;-;152
3371;13;39;17;1:41.639;1:41.480;-;152
3372;14;38;17;1:41.467;1:41.564;-;152
3373;15;79;38;1:41.775;1:41.820;-;152
3374;16;26;25;1:41.886;1:41.995;-;152
3375;17;49;43;1:42.003;-;-;152
3376;18;63;38;1:42.142;-;-;152
3377;19;75;39;1:42.247;-;-;152
3378;20;78;25;1:42.286;-;-;152
3379;21;106;43;1:42.393;-;-;152
3380;22;156;39;1:42.637;-;-;152
3381;1;144;31;1:24.191;1:23.251;1:22.188;153
3382;2;128;15;1:25.210;1:23.401;1:22.456;153
3383;3;17;31;1:24.514;1:23.215;1:22.481;153
3384;4;93;15;1:24.352;1:23.376;1:23.033;153
3385;5;127;37;1:24.482;1:24.092;1:23.485;153
3386;6;38;17;1:25.419;1:24.718;1:24.074;153
3387;7;68;48;1:25.099;1:24.597;1:24.443;153
3388;8;106;43;1:25.542;1:24.997;1:24.487;153
3389;9;49;43;1:25.970;1:24.864;1:24.512;153
3390;10;99;37;1:25.383;1:23.989;БВ;153
3391;11;83;16;1:25.064;1:25.081;-;153
3392;12;145;38;1:24.975;1:25.091;-;153
3393;13;1;30;1:25.872;1:25.425;-;153
3394;14;78;16;1:26.009;1:25.568;-;153
3395;15;156;39;1:26.236;1:26.465;-;153
3396;16;40;39;1:26.419;-;-;153
3397;17;63;17;1:26.847;-;-;153
3398;18;25;30;1:26.858;-;-;153
3399;19;115;48;1:27.143;-;-;153
3400;20;79;38;1:28.244;-;-;153
3401;1;144;31;1:33.333;1:32.406;1:31.678;154
3402;2;128;15;1:33.078;1:32.391;1:31.864;154
3403;3;17;31;1:33.684;1:32.552;1:31.865;154
3404;4;93;15;1:33.341;1:32.181;1:32.140;154
3405;5;99;37;1:34.041;1:33.546;1:33.033;154
3406;6;68;48;1:34.205;1:33.759;1:33.507;154
3407;7;145;38;1:34.453;1:33.636;1:33.580;154
3408;8;83;16;1:34.657;1:33.920;1:33.706;154
3409;9;49;43;1:34.440;1:34.034;1:33.719;154
3410;10;115;48;1:33.986;1:34.090;1:34.220;154
3411;11;106;43;1:34.567;1:34.150;-;154
3412;12;63;17;1:34.942;1:34.164;-;154
3413;13;1;30;1:34.499;1:34.372;-;154
3414;14;156;39;1:34.892;1:35.046;-;154
3415;15;40;39;1:34.963;БВ;-;154
3416;16;25;30;1:35.023;-;-;154
3417;17;38;17;1:35.223;-;-;154
3418;18;79;38;1:35.279;-;-;154
3419;19;127;37;1:35.433;-;-;154
3420;20;78;16;1:35.496;-;-;154
3421;1;17;31;1:31.041;1:29.555;1:28.769;155
3422;2;144;31;1:30.814;1:29.535;1:28.792;155
3423;3;128;15;1:31.037;1:29.596;1:29.247;155
3424;4;99;37;1:31.667;1:30.497;1:29.545;155
3425;5;93;15;1:30.988;1:29.843;1:29.567;155
3426;6;127;37;1:30.904;1:30.307;1:29.687;155
3427;7;145;38;1:31.057;1:30.169;1:29.842;155
3428;8;68;48;1:31.373;1:30.677;1:30.074;155
3429;9;38;17;1:31.691;1:30.857;1:30.763;155
3430;10;79;38;1:31.458;1:30.899;1:31.074;155
3431;11;49;43;1:31.531;1:30.923;-;155
3432;12;115;48;1:31.748;1:31.168;-;155
3433;13;26;39;1:31.995;1:31.414;-;155
3434;14;78;16;1:31.774;1:31.684;-;155
3435;15;1;30;1:32.054;БВ;-;155
3436;16;106;43;1:32.118;-;-;155
3437;17;25;30;1:32.313;-;-;155
3438;18;83;16;1:32.318;-;-;155
3439;19;156;39;1:32.543;-;-;155
3440;20;63;17;1:32.900;-;-;155
3441;1;128;15;1:34.493;1:34.038;1:33.194;156
3442;2;93;15;1:34.953;1:33.663;1:33.253;156
3443;3;17;31;1:34.041;1:33.264;1:33.289;156
3444;4;144;31;1:34.409;1:33.760;1:33.767;156
3445;5;99;37;1:35.560;1:35.483;1:34.905;156
3446;6;68;48;1:35.828;1:35.049;1:35.110;156
3447;7;127;37;1:35.301;1:35.221;1:35.161;156
3448;8;145;38;1:35.507;1:35.328;1:35.285;156
3449;9;83;16;1:36.185;1:35.513;1:35.337;156
3450;10;78;16;1:35.372;1:35.729;1:35.430;156
3451;11;106;43;1:35.827;1:35.948;-;156
3452;12;115;48;1:36.279;1:35.964;-;156
3453;13;49;43;1:35.984;1:35.968;-;156
3454;14;63;17;1:36.408;1:36.017;-;156
3455;15;1;30;1:36.353;1:36.660;-;156
3456;16;79;38;1:36.462;-;-;156
3457;17;25;30;1:37.070;-;-;156
3458;18;26;39;1:37.332;-;-;156
3459;19;156;39;1:37.507;-;-;156
3460;20;38;17;1:37.620;-;-;156
3461;1;144;31;1:20.511;1:20.210;1:19.149;157
3462;2;128;15;1:20.939;1:20.295;1:19.200;157
3463;3;17;31;1:20.991;1:20.300;1:19.373;157
3464;4;93;15;1:20.742;1:20.621;1:19.439;157
3465;5;127;37;1:21.430;1:20.722;1:19.706;157
3466;6;99;37;1:21.704;1:20.855;1:20.175;157
3467;7;1;30;1:22.015;1:21.251;1:21.048;157
3468;8;83;16;1:21.998;1:21.239;1:21.070;157
3469;9;68;48;1:22.138;1:21.222;1:21.232;157
3470;10;78;16;1:21.901;1:21.148;1:21.272;157
3471;11;63;17;1:21.945;1:21.329;-;157
3472;12;106;43;1:21.941;1:21.371;-;157
3473;13;145;38;1:22.091;1:21.397;-;157
3474;14;38;17;1:21.822;1:21.517;-;157
3475;15;26;39;1:22.327;1:21.803;-;157
3476;16;156;39;1:22.332;-;-;157
3477;17;79;38;1:22.401;-;-;157
3478;18;115;48;1:22.411;-;-;157
3479;19;25;30;1:22.532;-;-;157
3480;20;49;43;1:22.746;-;-;157
3481;1;93;15;1:13.117;1:12.231;1:12.178;158
3482;2;128;15;1:13.090;1:12.449;1:12.221;158
3483;3;17;31;1:13.325;1:12.901;1:12.223;158
3484;4;127;37;1:13.078;1:12.697;1:12.496;158
3485;5;99;37;1:13.219;1:13.011;1:12.998;158
3486;6;106;43;1:13.526;1:13.397;1:13.162;158
3487;7;83;16;1:13.530;1:13.430;1:13.329;158
3488;8;38;17;1:13.786;1:13.203;1:13.349;158
3489;9;13;30;1:13.723;1:13.453;1:13.613;158
3490;10;25;30;1:13.476;1:13.249;БВ;158
3491;11;49;43;1:13.899;1:13.516;-;158
3492;12;145;38;1:13.787;1:13.628;-;158
3493;13;63;17;1:13.531;1:13.959;-;158
3494;14;144;31;1:13.640;1:14.106;-;158
3495;15;68;48;1:13.796;1:20.529;-;158
3496;16;78;16;1:14.101;-;-;158
3497;17;79;38;1:14.696;-;-;158
3498;18;115;48;1:14.893;-;-;158
3499;19;26;39;1:15.159;-;-;158
3500;20;156;39;1:15.276;-;-;158
3501;1;144;31;1:12.692;1:12.496;1:11.459;159
3502;2;128;15;1:13.046;1:12.749;1:11.789;159
3503;3;17;31;1:12.685;1:12.563;1:12.177;159
3504;4;93;15;1:13.548;1:12.580;1:12.252;159
3505;5;127;37;1:13.177;1:12.751;1:12.403;159
3506;6;99;37;1:13.543;1:12.810;1:12.557;159
3507;7;68;48;1:13.435;1:13.012;1:12.858;159
3508;8;83;16;1:13.470;1:13.262;1:13.018;159
3509;9;78;16;1:13.520;1:13.320;1:13.135;159
3510;10;145;38;1:13.804;1:13.406;1:13.271;159
3511;11;49;43;1:13.802;1:13.690;-;159
3512;12;1;30;1:13.669;1:13.693;-;159
3513;13;106;43;1:14.051;1:13.756;-;159
3514;14;38;17;1:13.780;1:13.839;-;159
3515;15;79;38;1:13.990;1:14.293;-;159
3516;16;25;30;1:14.182;-;-;159
3517;17;115;48;1:14.209;-;-;159
3518;18;63;17;1:14.318;-;-;159
3519;19;156;39;1:14.495;-;-;159
3520;20;26;39;1:14.810;-;-;159
3521;1;144;31;1:41.983;1:41.275;1:40.593;160
3522;2;17;31;1:43.026;1:41.502;1:41.027;160
3523;3;93;15;1:42.678;1:42.090;1:41.693;160
3524;4;128;15;1:42.952;1:41.911;1:41.841;160
3525;5;127;37;1:42.544;1:41.961;1:41.879;160
3526;6;83;16;1:43.162;1:42.467;1:42.111;160
3527;7;78;16;1:43.051;1:42.751;1:42.186;160
3528;8;115;48;1:43.613;1:42.284;1:42.753;160
3529;9;68;48;1:43.165;1:42.735;1:42.798;160
3530;10;99;37;1:42.857;1:42.215;1:43.414;160
3531;11;49;43;1:42.927;1:43.186;-;160
3532;12;106;43;1:43.489;1:43.347;-;160
3533;13;63;17;1:44.029;1:43.796;-;160
3534;14;145;38;1:43.930;1:44.267;-;160
3535;15;26;39;1:44.317;1:44.603;-;160
3536;16;1;30;1:44.334;-;-;160
3537;17;38;17;1:44.468;-;-;160
3538;18;156;39;1:44.795;-;-;160
3539;19;25;30;1:45.030;-;-;160
3540;20;79;38;БВ;-;-;160
3541;1;17;31;1:05.760;1:04.316;1:04.251;161
3542;2;128;15;1:05.585;1:04.772;1:04.293;161
3543;3;144;31;1:05.064;1:04.800;1:04.424;161
3544;4;93;15;1:05.148;1:05.004;1:04.779;161
3545;5;99;37;1:05.854;1:05.161;1:04.896;161
3546;6;127;37;1:05.779;1:04.948;1:04.983;161
3547;7;38;17;1:05.902;1:05.319;1:05.480;161
3548;8;83;16;1:05.975;1:05.435;1:05.605;161
3549;9;78;16;1:06.033;1:05.550;1:05.674;161
3550;10;106;43;1:05.675;1:05.544;1:05.726;161
3551;11;145;38;1:06.174;1:05.597;-;161
3552;12;1;30;1:06.158;1:05.602;-;161
3553;13;25;30;1:06.316;1:05.741;-;161
3554;14;49;43;1:05.990;1:05.884;-;161
3555;15;63;17;1:06.143;БВ;-;161
3556;16;79;38;1:06.345;-;-;161
3557;17;68;48;1:06.534;-;-;161
3558;18;115;48;1:06.608;-;-;161
3559;19;156;39;1:06.857;-;-;161
3560;20;26;39;1:07.011;-;-;161
3561;1;144;31;1:39.069;1:27.893;1:26.600;162
3562;2;93;15;1:40.455;1:28.992;1:27.147;162
3563;3;128;15;1:39.962;1:28.978;1:27.356;162
3564;4;17;31;1:39.698;1:28.732;1:27.376;162
3565;5;127;37;1:38.912;1:29.431;1:28.130;162
3566;6;145;38;1:39.201;1:29.340;1:28.856;162
3567;7;83;16;1:42.009;1:29.824;1:28.902;162
3568;8;78;16;1:39.738;1:29.701;1:29.074;162
3569;9;25;30;1:40.011;1:30.105;1:29.418;162
3570;10;38;17;1:42.042;1:29.966;1:29.549;162
3571;11;79;38;1:41.404;1:30.193;-;162
3572;12;49;43;1:41.726;1:30.355;-;162
3573;13;1;30;1:37.598;1:30.600;-;162
3574;14;106;43;1:41.114;1:31.368;-;162
3575;15;68;48;1:41.874;1:31.482;-;162
3576;16;115;48;1:42.573;-;-;162
3577;17;63;17;1:42.577;-;-;162
3578;18;26;39;1:42.593;-;-;162
3579;19;156;39;1:42.633;-;-;162
3580;20;99;37;1:42.966;-;-;162
3581;1;128;15;1:17.244;1:16.802;1:16.276;163
3582;2;93;15;1:17.364;1:17.207;1:16.444;163
3583;3;17;31;1:18.058;1:17.362;1:16.530;163
3584;4;144;31;1:17.492;1:16.693;1:16.693;163
3585;5;127;37;1:17.266;1:17.028;1:16.797;163
3586;6;99;37;1:17.702;1:17.698;1:16.818;163
3587;7;145;38;1:18.137;1:17.655;1:17.468;163
3588;8;1;30;1:18.395;1:17.919;1:17.549;163
3589;9;25;30;1:18.479;1:18.000;1:17.894;163
3590;10;106;43;1:18.948;1:18.311;1:18.311;163
3591;11;79;38;1:18.699;1:18.415;-;163
3592;12;78;16;1:18.843;1:18.495;-;163
3593;13;49;43;1:18.702;1:18.538;-;163
3594;14;83;16;1:19.095;1:18.639;-;163
3595;15;38;17;1:19.085;1:18.771;-;163
3596;16;63;17;1:19.095;-;-;163
3597;17;115;48;1:19.102;-;-;163
3598;18;26;39;1:19.839;-;-;163
3599;19;98;48;1:19.868;-;-;163
3600;20;156;39;1:19.972;-;-;163
3601;1;144;31;1:44.184;1:42.927;1:42.553;164
3602;2;128;15;1:44.275;1:43.987;1:42.795;164
3603;3;17;31;1:44.773;1:43.249;1:43.094;164
3604;4;93;15;1:44.729;1:43.700;1:43.270;164
3605;5;127;37;1:44.535;1:43.940;1:43.380;164
3606;6;99;37;1:45.114;1:44.224;1:43.863;164
3607;7;145;38;1:45.280;1:44.988;1:44.982;164
3608;8;83;16;1:45.591;1:44.894;1:44.894;164
3609;9;78;16;1:45.277;1:45.006;1:45.006;164
3610;10;79;38;1:45.447;1:44.685;БВ;164
3611;11;1;30;1:45.668;1.45.090;-;164
3612;12;38;17;1:45.728;1:45.133;-;164
3613;13;63;17;1:45.535;1:45.400;-;164
3614;14;106;43;1:45.374;1:45.439;-;164
3615;15;25;30;1:45.441;БВ;-;164
3616;16;68;48;1:45.823;-;-;164
3617;17;49;43;1:46.028;-;-;164
3618;18;115;48;1:46.915;-;-;164
3619;19;156;39;1:47.214;-;-;164
3620;20;26;39;1:47.679;-;-;164
3621;1;144;31;1:36.009;1:34.660;1:35.554;165
3622;2;127;37;1:37.344;1:36.113;1:36.702;165
3623;3;99;37;1:38.304;1:37.313;1:36.841;165
3624;4;115;48;1:37.653;1:37.002;1:37.032;165
3625;5;78;16;1:38.775;1:37.580;1:37.719;165
3626;6;17;31;1:35.716;1:35.396;1:37.833;165
3627;7;93;15;1:38.235;1:37.031;1:37.987;165
3628;8;128;15;1:37.198;1:36.223;1:38.064;165
3629;9;68;48;1:38.338;1:37.456;1:38.251;165
3630;10;25;30;1:38.767;1:37.471;1:39.157;165
3631;11;83;16;1:38.511;1:37.582;-;165
3632;12;145;38;1:39.242;1:38.059;-;165
3633;13;1;30;1:39.134;1:38.202;-;165
3634;14;49;43;1:39.183;1:38.245;-;165
3635;15;106;43;1:39.788;1:38.526;-;165
3636;16;63;17;1:40.489;-;-;165
3637;17;79;38;1:40.646;-;-;165
3638;18;156;39;1:41.732;-;-;165
3639;19;26;39;1:41.875;-;-;165
3640;20;38;17;1:43.355;-;-;165
3641;1;128;15;1:43.336;1:40.529;1:39.491;166
3642;2;127;37;1:42.010;1:40.332;1:39.814;166
3643;3;99;37;1:42.063;1:40.385;1:39.840;166
3644;4;93;15;1:43.328;1:40.525;1:40.069;166
3645;5;144;31;1:42.455;1:40.577;1:40.126;166
3646;6;17;31;1:43.137;1:41.409;1:40.810;166
3647;7;145;38;1:42.586;1:41.277;1:41.013;166
3648;8;1;30;1:42.086;1:41.442;1:41.179;166
3649;9;25;30;1:42.222;1:41.227;1:41.398;166
3650;10;106;43;1:42.176;1:41.826;1:42.056;166
3651;11;79;38;1:42.472;1:42.107;-;166
3652;12;83;16;1:43.594;1:42.246;-;166
3653;13;49;43;1:42.544;1:42.338;-;166
3654;14;78;16;1:43.626;1:42.760;-;166
3655;15;38;17;1:43.627;1:43.883;-;166
3656;16;63;17;1:43.756;-;-;166
3657;17;68;48;1:44.014;-;-;166
3658;18;115;48;1:44.728;-;-;166
3659;19;26;39;1:45.059;-;-;166
3660;20;156;39;1:45.570;-;-;166
3661;1;144;31;1:31.605;1:30.977;1:30.076;167
3662;2;93;15;1:32.259;1:30.926;1:30.121;167
